statefips,age,hrslastwk,unempwks,wagehr,earnwk,ownchild,educ,gender,metro,race,hispanic,marstatus,lfstatus,ottipcomm,hourly,unionstatus
VT,30,NA,20,NA,NA,0,13,Male,Non-metro,White,Non-hispanic,Never married,Unemployed,NA,NA,NA
KY,52,30,NA,9,270,0,0,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,33,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
ND,47,45,NA,14.71,771.95,0,12,Female,Non-metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
UT,37,40,NA,NA,1403,0,13,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
IL,35,50,NA,NA,1153,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NM,44,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
ND,45,40,NA,15,600,0,16,Male,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
WA,41,60,NA,NA,3411.13,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
GA,55,40,NA,NA,865,0,16,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MD,36,40,NA,24.5,394,2,12,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
NV,49,NA,NA,NA,NA,1,13,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
OH,44,40,NA,41.19,1647.6,2,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
NY,34,NA,NA,NA,NA,1,12,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
NY,33,NA,NA,NA,NA,3,12,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
AL,45,40,NA,16,640,2,13,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
TX,33,40,NA,NA,4129.68,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OK,36,55,NA,NA,1442.3,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MS,42,NA,9,NA,NA,1,15,Female,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
ID,57,40,NA,42,2500,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AL,53,NA,NA,NA,NA,0,2.5,Female,Non-metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
TX,53,NA,NA,NA,NA,2,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NV,50,40,NA,22.04,889.1,0,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
KY,55,12,NA,13.5,162,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,36,NA,NA,NA,NA,0,18,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
ID,43,40,NA,NA,1442,0,16,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,35,NA,NA,NA,NA,2,0,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,39,40,NA,NA,865.38,2,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AZ,55,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
LA,55,61,NA,NA,400,0,16,Female,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,46,NA,NA,NA,NA,0,12,Female,Metro,Other,Hispanic,Married,Not in LF,NA,NA,NA
MI,39,NA,NA,NA,NA,3,15,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,42,40,NA,15,600,0,12,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
WV,30,40,NA,20,800,2,13,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Union
IL,35,45,NA,23,1288.46,2,12,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
ID,45,36,NA,40,1600,2,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WV,56,40,NA,9.5,380,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
OH,46,NA,NA,NA,NA,0,11,Male,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
VA,33,40,NA,18,769.23,1,12,Male,Metro,Black,Non-hispanic,Married,Employed,Yes,Hourly,Union
ID,30,NA,NA,NA,NA,2,13,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MD,42,32,NA,20,800,0,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
KY,41,NA,NA,NA,NA,0,9,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
GA,51,40,NA,12,1250,0,12,Female,Non-metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
NJ,30,40,NA,NA,2000,0,18,Male,Metro,Other,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
DE,56,40,NA,28.84,1153.6,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
NY,51,40,NA,NA,461,0,15,Female,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AL,39,40,NA,15.25,610,1,13,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
ND,36,77,NA,NA,1250,1,12,Female,Metro,Other,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
MN,40,NA,NA,NA,NA,3,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,57,30,NA,15.28,458.4,0,11,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MI,40,44,NA,15,600,4,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
CT,31,55,NA,NA,1923,0,18,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
CA,49,30,NA,12,360,2,14,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
OR,56,50,NA,34.5,1500,0,16,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
CO,39,NA,NA,NA,NA,0,14,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,56,NA,NA,NA,NA,0,11,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
RI,47,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MI,50,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ND,44,40,NA,10,400,3,2.5,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
TN,40,37,NA,21.1,780.7,2,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
AL,41,40,NA,NA,346.15,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
TX,59,40,NA,7.25,290,0,0,Female,Metro,White,Hispanic,Divorced,Employed,No,Hourly,Non-union
NV,31,NA,NA,NA,NA,0,14,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
OR,44,NA,NA,NA,NA,3,13,Male,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
CA,53,40,NA,12,480,2,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
NM,56,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
FL,38,20,NA,8.75,175,2,13,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
AL,38,45,NA,15,615.38,2,13,Female,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
WY,34,36,NA,13,507.69,5,10,Male,Non-metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
HI,43,40,NA,17,680,0,12,Female,Non-metro,Other,Non-hispanic,Never married,Employed,No,Hourly,Non-union
HI,51,40,NA,18,855,0,13,Female,Metro,Other,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
CO,59,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,41,40,NA,NA,1569,1,14,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
FL,56,40,NA,NA,2019,0,18,Female,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
WA,43,40,NA,26,1000,5,9,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
KY,43,70,NA,14.35,574,2,15,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
DE,52,40,NA,18,720,0,14,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TX,50,NA,NA,NA,NA,0,18,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
WY,45,45,NA,14,660,2,14,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
FL,30,NA,NA,NA,NA,0,13,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
RI,56,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
NY,44,45,NA,NA,2000,1,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Union
WA,32,40,NA,20.25,810,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CT,57,35,NA,34,1250,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MT,38,NA,NA,NA,NA,3,12,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,56,40,NA,NA,1730,0,7.5,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
RI,58,57,NA,NA,1339,0,12,Female,Metro,Other,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
CT,59,40,NA,20,807.69,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MN,34,42,NA,26,1157,1,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
AK,31,20,NA,10.2,204,0,12,Male,Non-metro,Other,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NY,40,60,NA,NA,500,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
MI,50,55,NA,NA,2300,1,13,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AK,47,40,NA,NA,2307,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,40,45,NA,NA,1615.38,1,18,Female,Metro,Other,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
VA,32,40,NA,12,480,0,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
NY,48,35,NA,12,420,0,5.5,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
TX,51,40,NA,9,360,0,9,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
AL,32,40,NA,10,400,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NY,51,38,NA,16.99,645.62,0,14,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
TX,37,40,NA,NA,730.76,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NJ,57,40,NA,16,640,0,12,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
VA,58,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,36,32,NA,18,700,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CO,32,5,NA,25,161.53,2,15,Female,Metro,Other,Hispanic,Married,Employed,No,Hourly,Non-union
SC,49,40,NA,17,680,0,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
SC,30,30,NA,NA,384.61,3,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
PA,57,55,NA,38,2375,0,14,Male,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
IL,36,35,NA,22,770,0,14,Male,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
FL,53,NA,NA,NA,NA,0,13,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
OH,45,20,NA,NA,38,4,16,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
TX,47,50,NA,NA,1250,3,15,Male,Metro,Black,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
CA,32,NA,NA,NA,NA,0,12,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
AL,55,40,NA,38,2150,0,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
MN,43,40,NA,8.75,350,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
ME,46,NA,NA,NA,NA,1,7.5,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NC,32,40,NA,16,640,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MN,57,42,NA,14.5,580,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
GA,59,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ID,41,40,NA,17.6,692.3,2,12,Female,Non-metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
MI,55,NA,4,NA,NA,1,14,Female,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
LA,54,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
KS,50,40,NA,11.25,450,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NY,51,35,NA,NA,1615,0,12,Female,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
FL,45,NA,NA,NA,NA,1,14,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
IL,58,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,57,NA,NA,NA,NA,0,5.5,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,57,NA,NA,NA,NA,0,14,Female,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
NC,53,40,NA,NA,1490,2,14,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
DC,41,NA,4,NA,NA,0,11,Female,Metro,Black,Non-hispanic,Never married,Unemployed,NA,NA,NA
SD,31,48,NA,24.75,891,1,15,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
WV,37,40,NA,23,920,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
CA,43,NA,NA,NA,NA,0,13,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
VA,54,NA,NA,NA,NA,0,10,Female,Non-metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
GA,52,40,NA,8,320,0,10,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,38,40,NA,12.5,200,2,12,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NH,51,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
SC,49,40,NA,18,720,1,12,Male,Non-metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,38,70,NA,NA,955,3,12,Male,Metro,White,Hispanic,Never married,Employed,No,Non-hourly,Non-union
NM,54,40,NA,NA,730,0,13,Male,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
SC,32,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Widowed,Not in LF,NA,NA,NA
TX,32,55,NA,19.5,1000,2,10,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
KY,50,NA,NA,NA,NA,0,13,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
LA,30,17,NA,12,240,3,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NV,54,48,NA,15,646.15,0,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
VA,33,40,NA,8.5,640,1,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
GA,57,25,NA,14,350,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
VA,47,NA,NA,NA,NA,0,13,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
IL,41,55,NA,NA,1134.61,2,14,Male,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OR,49,NA,NA,NA,NA,1,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WY,34,NA,NA,NA,NA,0,12,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
DC,58,40,NA,16,640,0,11,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
IA,32,40,NA,40,1153.84,0,15,Male,Metro,White,Hispanic,Divorced,Employed,No,Hourly,Non-union
TX,53,NA,NA,NA,NA,0,12,Female,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,39,56,NA,10.5,1294,4,9,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
MS,47,40,NA,21,840,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NV,57,40,NA,15,700,0,14,Female,Metro,Other,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
NV,40,NA,NA,NA,NA,0,14,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
NC,54,40,NA,NA,2480.76,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NE,57,NA,NA,NA,NA,0,12,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MN,35,40,NA,11.15,4006.4,2,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WY,30,40,NA,12.5,500,2,11,Female,Non-metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NM,50,NA,NA,NA,NA,1,12,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
LA,38,NA,3,NA,NA,1,12,Female,Metro,Black,Non-hispanic,Never married,Unemployed,NA,NA,NA
KS,53,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
TN,46,NA,NA,NA,NA,2,12,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
PA,48,13,NA,7.25,94.25,1,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,38,26,NA,17.6,600,1,12,Female,Metro,White,Hispanic,Divorced,Employed,Yes,Hourly,Non-union
NY,33,50,NA,NA,1230,3,13,Male,Metro,Black,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
NH,45,40,NA,11,750,1,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
CA,51,NA,NA,NA,NA,0,12,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
VA,38,40,NA,12,480,0,14,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
SD,42,60,NA,12.5,750,0,12,Female,Metro,Other,Hispanic,Divorced,Employed,No,Hourly,Non-union
CA,32,NA,NA,NA,NA,2,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
AL,47,45,NA,NA,1884.61,0,16,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
GA,47,34,NA,14,476,2,14,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TN,32,NA,NA,NA,NA,2,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,57,NA,NA,NA,NA,0,5.5,Female,Metro,White,Hispanic,Divorced,Not in LF,NA,NA,NA
OH,35,36,NA,22,900,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
CT,32,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
OH,57,45,NA,NA,1500,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
IN,42,NA,26,NA,NA,1,12,Male,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
KS,50,45,NA,NA,1307.69,0,18,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
FL,42,32,NA,10,320,1,15,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,32,32,NA,15,600,1,13,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CA,45,32,NA,10,320,0,13,Female,Metro,White,Hispanic,Divorced,Employed,No,Hourly,Non-union
MD,42,NA,NA,NA,NA,0,16,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
GA,39,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
NC,32,NA,NA,NA,NA,2,10,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,53,NA,NA,NA,NA,0,13,Male,Metro,White,Hispanic,Divorced,Not in LF,NA,NA,NA
WA,38,NA,NA,NA,NA,0,16,Male,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
NY,49,36,NA,21.69,780.84,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,51,12,NA,13,455,0,13,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
IL,50,40,NA,NA,288.46,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AL,56,NA,NA,NA,NA,1,9,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,52,40,NA,NA,961.53,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MS,45,60,NA,NA,865,1,14,Female,Non-metro,Black,Non-hispanic,Widowed,Employed,No,Non-hourly,Non-union
OR,38,40,NA,22.95,918,0,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
AL,31,NA,NA,NA,NA,4,9,Female,Metro,Other,Hispanic,Married,Not in LF,NA,NA,NA
AR,56,40,NA,15,600,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
ID,33,NA,NA,NA,NA,2,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CO,57,47,NA,17,748,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
MT,42,35,NA,12,365,0,13,Female,Non-metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NC,49,45,NA,22,990,0,14,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Union
UT,31,25,NA,19,760,0,9,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
OR,32,12,NA,14,196,4,13,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
HI,58,40,NA,29,1160,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NM,44,NA,NA,NA,NA,0,12,Male,Metro,Other,Non-hispanic,Divorced,Not in LF,NA,NA,NA
TX,41,36,NA,NA,1865.38,1,15,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AZ,44,40,NA,12,480,2,14,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,47,NA,NA,NA,NA,2,14,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CT,52,45,NA,26,950,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
VA,48,NA,NA,NA,NA,2,0,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
NJ,37,60,NA,29,700,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MI,38,NA,NA,NA,NA,1,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
IL,58,50,NA,20,921.5,0,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
MO,43,50,NA,15,725,1,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
LA,42,NA,NA,NA,NA,0,11,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
NM,59,NA,NA,NA,NA,0,14,Female,Metro,White,Hispanic,Divorced,Not in LF,NA,NA,NA
AR,32,NA,30,NA,NA,0,13,Male,Metro,Black,Non-hispanic,Never married,Unemployed,NA,NA,NA
NM,33,15,NA,13,12,0,10,Male,Non-metro,Other,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
CO,39,40,NA,24,960,2,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
TX,33,40,NA,17.5,1250,1,16,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
PA,48,40,NA,10.46,418.4,0,11,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NY,46,40,NA,NA,500,2,12,Female,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
CA,39,40,NA,17,680,1,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
WY,37,1,NA,NA,20,0,13,Male,Non-metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
CA,57,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,35,18,NA,20,360,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
AZ,34,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WV,31,40,NA,20,550,1,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WI,37,56,NA,18.5,880,2,12,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
NE,45,50,NA,NA,1153.84,2,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
RI,32,15,NA,10.5,157.5,2,12,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
ID,42,50,NA,17.5,700,2,15,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
TX,53,40,NA,14.5,576.92,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
WV,58,24,NA,17.7,1900,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WV,39,40,NA,18,720,1,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MT,42,60,NA,NA,1538.46,3,18,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
IA,43,38,NA,26,1076.92,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
HI,47,65,NA,NA,2192.3,0,14,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
ND,58,20,NA,40,2200,0,14,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
OH,46,20,NA,8.55,171,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
TX,30,NA,NA,NA,NA,5,9,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
